Curation,Variable ID,Variable name,Variable synonyms,Context of use,Growth stage,Variable status,Variable Xref,Institution,Scientist,Date,Language,Crop,Trait ID,Trait name,Trait class,Trait descriptio,Trait synonyms,Main trait abbreviation,Alternative trait abbreviations,Entity,Attribute,Trait status,Trait Xref,Method ID,Method name,Method class,Method descriptio,Formula,Method reference,Scale ID,Scale name,Scale class,Decimal places,Lower limit,Upper limit,Scale Xref,Category 1,Category 2,Category 3,Category 4,Category 5,Category 6,Category 7,Category 8,Category 9,Category 10
,CO_358:0001253,YS_M_mN_tex,YS (mN/tex),Variety test,,Standard for NCVT,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000811,Yarn strength,Quality,In the Regional test the standard skein strength of the yarn in millinewtons per tex (mN/tex) is estimated from miniature skeins,Yarn tenacity,YS,,Yarn,Strength,,,CO_358:0000812,YS - Measurement,Measurement,In the Regional test the standard skein strength of the yarn in millinewtons per tex(mN/tex) is estimated from miniature skeins. The data are adjusted to standard skein basis and corrected to 27 tex,,NCVT,CO_358:0000813,mN/Tex,Numerical,2,0,,,,,,,,,,,,
,CO_358:0001254,Cb_M_read,b (read),"Variety test, Trial/QTL evaluation",,"Standard for NCVT, RBTN",,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000817,Yellowness,Quality,Colorimeter +b. Yellowness indicates how much yellow color is in the sample,,CB,,Fiber,Yellowness,,,CO_358:0000818,Cb - Nickerson-Hunter Colorimeter Measurement,Measurement,"Nickerson-Hunter Colorimeter +b value, a measure of increasing yellowness of the cotton, taken with a Nickerson-Hunter Colorimeter. Yellowness depicts the degree of cotton pigmentation",,,CO_358:0000819,read,Numerical,1,0,,,,,,,,,,,,
,CO_358:0001255,BNect_E_0to3,boll nectaries (0-3),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000225,Boll nectaries,Morphological,The presence of nectar glands on the base of the boll or calyx,,BNect,BOLLNT,Boll,Nectary glands,,,CO_358:0000915,BNect - Estimantion,Estimation,Observe the presence of nectar glands on the base of the boll or calyx,,,CO_358:0000998,0-3 boll nectaries scale,Nominal,,,,,0=absent,1=present,2=reduced,3=inactive,,,,,,
,CO_358:0001256,BrNect_E_0to3,bract nectaries (0-3),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000251,Bract nectaries,Morphological,The presence of nectar glands on the base of the bracts on the outside or abaxial side,,BrNect,BRACTNT,Bract,Nectaries,,,CO_358:0000974,BRACTNT - Estimantion,Estimation,The presence of nectar glands on the base of the bracts on the outside or abaxial side.  ,,,CO_358:0000999,0-3 bract nectaries scale,Nominal,,,,,0=absent,1=present,2=reduced,3=inactive,,,,,,
,CO_358:0001257,BrTSz_E_0to3,bract teeth size (0-3),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000259,Bract teeth size,Morphological,Relative size of bract teeth,,BrTSz,BRACTTSZ,Bract,Teeth size,,,CO_358:0000935,BRACTTSZ - Estimantion,Estimation,Size of bract teeth relative to the bract,,,CO_358:0001000,0-3 bract teeth size scale,Nominal,,,,,0=none,1=medium,2=small,3=large,,,,,,
,CO_358:0001258,LfGl_E_0to3,leaf gossypol glands (0-3),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000289,Leaf gossypol glands,Morphological,Gossypol gland density on leaf,,LFGL,,Leaf,Gossypol glands,,,CO_358:0000869,LFGL - Estimation,Estimation,Density of gossypol glands in the leaves. ,,,CO_358:0001001,0-3 leaf glands scale,Nominal,,,,,0=glandless,2=light,1=medium,3=heavy,,,,,,
,CO_358:0001259,StmGsp_M_0to3,stem gossypol glands (0-3),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000711,Stem gossypol glands,Morphological,The degree or relative density of trichome on stem,,StmGsp,STEMGL,Stem,Gossypol glands,,,CO_358:0000983,STEMGL - Measurement,Measurement,The relative density of gossypol glands on the stems. Code description: glandless=no observable dark glands on the stems; medium=typically seen density of gossypol glands for most cotton cultivars; light=lower than normal density of gossypol glands; heavy=density of glands is greater than that normally seen in most cotton cultivars,,,CO_358:0001002,0-3 light-heavy glands scale,Ordinal,,,,,0=glandless,2=light,1=medium,3=heavy,,,,,,
,CO_358:0001260,PetSpt_E_0to3,petal spot (0-3),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000029,Petal spot,Morphological,"Red coloration at base of flower petals, creating the effect of a spot in the center of the flower",,PetSpt,PETALSP,Petal,Spot,,,CO_358:0000928,PETALSP - Estimation,Estimation,"Red coloration at interior base of flower petals.  Code description: none = base of petal is same color as rest of petal, light = red coloration is faint, medium = red coloration is just enough to create effect of petal spot, heavy = red coloration creates solid band across petals and extends halfway up the petal",,,CO_358:0001003,0-3 light-heavy petal spot scale,Ordinal,,,,,0=none,1=light,2=medium,3=heavy,,,,,,
,CO_358:0001261,BollGl_E_0to3,boll gossypol glands (0-3),Germplasm evaluation,Boll mature non cleft,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000355,Boll gossypol glands,Morphological,Gossypol gland density on bolls,,BOLLGL,,Boll,Gossypol glands,,,CO_358:0000870,BOLLGL - Estimantion,Estimation,"Density of gossypol glands on the surface of the mature, but non cleft boll",,,CO_358:0001004,0-3 low-high gossypol glands density scale,Ordinal,,,,,0=glandless,2=light,1=medium,3=heavy,,,,,,
,CO_358:0001262,PltCol_E_0to3,plant color (0-3),Germplasm evaluation,,Standard for UZ germplasm,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000424,Plant color,Morphological,Plant pigmentation,,PltCol,PCL,Plant,Color,,,CO_358:0000866,PltCol - Estimation,Estimation,Colour of the plant in general estimation,,,CO_358:0001005,0-3 plant color scale,Nominal,,,,,0=Weak,1=Middle,2=Strong,3=Not became brown,,,,,,
,CO_358:0001263,FlwSc_E_0to4,flowering score (0-4),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000031,Photoperiod,Phenological,Indication of the flowering of the plot in relation to daylength,,FLWSC,,Plant,Photoperiod response,,,CO_358:0000862,FLWSC - Estimation,Estimation,"Average plot flowering response approximately 3 weeks post Summer Solstice. Code description: no squares=no sign of flowering response in the plot; squares=flower buds are formed in the plot; flowers=flowers are opening, but bolls are not yet formed; bolls=bolls are developing on the plants; open bolls=already maturing",,,CO_358:0001006,0-4 flowing score scale,Nominal,,,,,0=no flower,1=squares,2=flowers,3=bolls,4=open bolls,,,,,
,CO_358:0001264,SdFzGd_E_0to4,seed fuzz grade (0-4),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000041,Seed fuzz grade,Morphological,Observe seed fuzz on the seed surface and rate the density of fuzz,,SDFZGD,,Seed,Seed fuzz grade,,,CO_358:0000984,SDFZGD - Estimation,Estimation,The relative density of seed fuzz on the seed surface after ginning.  Seed fuzz code description: none=no seed fuzz on surface; medium=seed fuzz throughout surface; high=dense seed fuzz and seed coat is not visible; sparse=seed fuzz occurs sparingly on surface; tufted=fuzz only on micropylar end,,,CO_358:0001007,0-4 fuzz grade scale,Text,,,,,0=none,1=medium,2=high,3=sparse,4=tufted,,,,,
,CO_358:0001265,FV1RKLf_E_0to5R,FOV1-RKN FS (0-5),Trial evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000839,Fusarium wilt disease severity,Biotic stress,"Severity of fusarium wilt disease, caused by the Fusarium wilt fungus (Fusarium oxysporum f. sp. vasinfectum)",,FWDS,,Plant,Fusarium wilt disease severity,,,CO_358:0000871,FWDS - Estimation,Estimation,Disease severty index of foliar symptoms in a field infested with Fusarium oxysporum f. sp. vasinfectum race 1 and root-knot nematodes.  FOV foliar disease severity Index scale: 0 = no symptoms; 1 = epinasty and slight dwarfing; 2 = 1 to 30% of leaves chlorotic; 3 = 31 to 80% of leaves chlorotic and severe stunting; 4 = 81 to 100% of leaves chlorotic; and 5 = plant death,,,CO_358:0001008,0-5 low-high disease severty index rating,Numerical,1,0,5,,,,,,,,,,,
,CO_358:0001266,FV4Lf_E_0to5R,FOV4 FS (0-5),Trial evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000839,Fusarium wilt disease severity,Biotic stress,"Severity of fusarium wilt disease, caused by the Fusarium wilt fungus (Fusarium oxysporum f. sp. vasinfectum)",,FWDS,,Plant,Fusarium wilt disease severity,,,CO_358:0000872,FWDS - Estimation,Estimation,Disease severty index of foliar symptoms in a field infested with Fusarium oxysporum f. sp. vasinfectum race 4.  FOV foliar disease severity Index scale: 0 = no symptoms; 1 = epinasty and slight dwarfing; 2 = 1 to 30% of leaves chlorotic; 3 = 31 to 80% of leaves chlorotic and severe stunting; 4 = 81 to 100% of leaves chlorotic; and 5 = plant death,,,CO_358:0001008,0-5 low-high disease severty index rating,Numerical,1,0,5,,,,,,,,,,,
,CO_358:0001267,FV1RKRt_E_0to5R,FOV1-RKN RVS (0-5),Trial evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000839,Fusarium wilt disease severity,Biotic stress,"Severity of fusarium wilt disease, caused by the Fusarium wilt fungus (Fusarium oxysporum f. sp. vasinfectum)",,FWDS,,Plant,Fusarium wilt disease severity,,,CO_358:0000873,FWDS - Estimation,Estimation,"Disease severty index of vascular root stain in a field infested with Fusarium oxysporum f. sp. vasinfectum race 1 and root-knot nematodes.  Vascular Root Staining: 0 = no vascular root staining evident, 1 = light vascular root staining evident as spotty areas, 2 = more continuous than 1, but light colored staining  covering an area between one quarter and one half of the stem cross-section, 3 = moderate brown/black staining evident in a band encircling most of the stem cross section, 4 = brown/black staining evident across most vascular tissue in stem cross section, and 5 = plant severely damaged or plant death with staining evident throughout a cross-section of root tissue",,,CO_358:0001008,0-5 low-high disease severty index rating,Numerical,1,0,5,,,,,,,,,,,
,CO_358:0001268,FV4Rt_E_0to5R,FOV4 RVS (0-5),Trial evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000839,Fusarium wilt disease severity,Biotic stress,"Severity of fusarium wilt disease, caused by the Fusarium wilt fungus (Fusarium oxysporum f. sp. vasinfectum)",,FWDS,,Plant,Fusarium wilt disease severity,,,CO_358:0000874,FWDS - Estimation,Estimation,"Disease severty index of vascular root stain in a field infested with Fusarium oxysporum f. sp. vasinfectum race 4.  Vascular Root Staining: 0 = no vascular root staining evident, 1 = light vascular root staining evident as spotty areas, 2 = more continuous than 1, but light colored staining  covering an area between one quarter and one half of the stem cross-section, 3 = moderate brown/black staining evident in a band encircling most of the stem cross section, 4 = brown/black staining evident across most vascular tissue in stem cross section, and 5 = plant severely damaged or plant death with staining evident throughout a cross-section of root tissue",,,CO_358:0001008,0-5 low-high disease severty index rating,Numerical,1,0,5,,,,,,,,,,,
,CO_358:0001269,Product_E_0to5,productiveness (0-5),Germplasm evaluation,At harvest,Standard for NCGC,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000466,Productiveness,Agronomic,Relative assessment of the productivity of an accession by observing the boll load on a single plant,,PRODUCT,,Plant,Productiveness,,,CO_358:0000975,PRODUCT - Estimation,Estimation,The productivity of an accession by observing the boll load on a single plant. Descriptor code: 0=no bolls have formed on the plant; 1=less than a dozen bolls are observed per plant; 2=average count of bolls per plant range between 13 to 24 bolls per plant; 3=average count of bolls per plant range between 25 and 36 per plant; 4=average count of bolls per plant range from 37 to 48 bolls per plant; 5=average count of bolls per plant are more than 48 per plant,,,CO_358:0001009,0-5 low-high productive scale,Ordinal,,,,,0=no boll,1= <12 bolls,2=13-24 bolls,3=25-36 bolls,4=37-48 bolls,5=more than 48 bolls,,,,
,CO_358:0001270,PlotHomo_E_0to5,population homogeneity (0-5),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000034,Plot homogeneity,Physiological,Indicate if the plot of an accession appears uniform or is variable,,PlotHomo,,Plant,Homogeneity,,,CO_358:0000890,PlotHomo - Estimation,Estimation,"Indicates degree of uniformity of plants in field plot. unif = appears uniform and each trait can be given a single score, not unif = not uniform without classification, seg = one or more traits are segregating and usually at least one trait can have multiple scores, mix = seed of another accession has germinated in the same plot, outcross = segregation is best explained by a wide cross with another accession or even a different species, volunteer = other cotton seed has germinated in place of or in competition with the accession",,,CO_358:0001010,0-5 PlotHomo scale,Nominal,,,,,0=not unif,1=unif,2=seg,3=mix,4=outcross,5=volunteer,,,,
,CO_358:0001271,LfNect_E_0to6,leaf nect (0-6),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000021,Leaf nectaries,Morphological,Observed nectary glands on the undersides of the leaf,,LfNect,LFNEC,Leaf,Nectary glands,,,CO_358:0000913,LfNect - Estimation,Estimation,Observe the number of nectary glands on the undersides of the leaf,,,CO_358:0001011,0-6 leaf nectaries scale,Nominal,,,,,0=absent,1=only 1 on main vein,2=1 main and 1 on other vein,3=1 main and 2 on other veins,4=1 on main and 3 on other veins,5=1 main and 4 on other veins,6=reduced on main vein (reduced),,,
,CO_358:0001272,PlotStd_E_0to6,plot plant stand (0-6),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000459,Plot plant stand,Physiological,Stand establishment of the accession in the plot,,PlotStd,,Plant,Stand,,,CO_358:0000938,PlotStd - Estimation,Estimation,Stand establishment of the accession in the plot,,,CO_358:0001012,0-6 low-high stand plant % scale,Ordinal,,,,,0=no stand (0%),1=10% stand (10%),2=25% stand (25%),3=50% stand (50%),4=75% stand (75%),5=76-90% stand (90%),6=full stand (100%),,,
,CO_358:0001273,SdFzCol_E_0to7,seed fuzz color (0-7),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000040,Seed fuzz color,Morphological,Observe seed fuzz color on the seed surface,,SdFzCol,SDFZCL,Seed,Seed fuzz color,,,CO_358:0000967,SDFZCL - Estimation,Estimation,The color of the seed fuzz after ginning.  ,,,CO_358:0001013,0-7 fuzz color scale,Nominal,,,,,0=lintless,1=white,2=cream,3=brown,4=green,5=tan,6=rust,7=off white,,
,CO_358:0001274,XamSusIdx_E_0to9R,Xam sus index (0-9),Trial evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000834,Bacterial blight disease severity,Biotic stress,Severity of bacterial blight disease caused by Xanthomonas citri pathovar malvacearum (Xcm) or Xanthomonas axonopodis pv. malvacearum (Xam),,BBDS,,Plant,Bacterial blight disease severity,,,CO_358:0000908,BBDS - Estimation,Estimation,"Number of susceptible plants per plot were counted in a plot inoculated with 4 races of Xanthomonas axonopodis pv. Malvacearum. If susceptible plants were found throughout plot, plot was given a score of '9'.",,,CO_358:0001014,0-9 low-high disease severity rating,Numerical,1,0,9,,,,,,,,,,,
,CO_358:0001275,LSTDS_E_1to10R,LSTDS (1-10),Trial evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000857,Target leaf spot disease severity,Biotic stress,Severity of target leaf spot disease (or corynespora leaf spot) caused by fungus Corynespora cassiicola.,,LSTDS,,Plant,Target leaf spot disease severity,,,CO_358:0000926,LSTDS - Estimation,Estimation,"Presence of target leaf spot disease based upon: 1 = no disease, 2 = very few lesions in canopy, 3 = few lesions noticed in lower and upper canopy, 4 = some lesions seen and < 10% defoliation, 5 = lesions noticeable and < 25% defoliation, 6 = lesions numerous and < 50% defoliation, 7 = lesions very numerous and < 75% defoliation, 8 = numerous lesions on few remaining leaves and < 90% defoliation, 9 = very few remaining leaves covered with lesions and < 95% defoliation, and 10 = plants defoliated",, Chiteka et al. 1988,CO_358:0001015,1-10 low-high disease severity rating,Numerical,1,1,10,,,,,,,,,,,
,CO_358:0001276,FS_E_1to2,FS (1-2),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000015,Fiber strength,Quality,"The fiber strength of a bundle of fibers measured with the two jaws holding the fiber bundle separated by one-eighth inch, expressed in grams force per tex",Fiber tenacity,FS,,Fiber,Strength,,,CO_358:0000281,FS - Estimation,Estimation,Fiber strength estimation (Low/Strong),,,CO_358:0001016,1-2 low-high scale,Ordinal,,,,,1=low,2=strong,,,,,,,,
,CO_358:0001277,LP_E_1to2,LP (1-2),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000024,Lint percent,Agronomic,The weight of lint ginned from a sample of seed cotton expressed as a percentage of the weight of seed cotton,,LP,,Fiber,Weight,,,CO_358:0000433,LP - Estimation,Estimation,Lint percent estimate (Low/High),,,CO_358:0001016,1-2 low-high scale,Ordinal,,,,,1=low,2=high,,,,,,,,
,CO_358:0001278,SOC_E_1to2,SOC (1-2),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000043,Seed oil content,Biochemical,Percentage of oil by weight in 10 gram sample of dehulled seeds,,SOC,,Seed,Oil content,,,CO_358:0000693,SOC - Estimation,Estimation,Oil content in seed kernel estimate (Low/High),,,CO_358:0001016,1-2 low-high scale,Ordinal,,,,,1=low,2=high,,,,,,,,
,CO_358:0001279,SPC_E_1to2,SPC (1-2),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000044,Seed protein content,Biochemical,Protein weight per 100 kernels,,SPC,,Seed,Protein content,,,CO_358:0000698,SPC - Estimation,Estimation,Protein content in seed kernel estimate (Low/High),,,CO_358:0001016,1-2 low-high scale,Ordinal,,,,,1=low,2=high,,,,,,,,
,CO_358:0001280,BPnt_E_1to3,boll point (1-3),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000233,Boll point,Morphological,Degree of tapering of the boll tips,,BPnt,BOLLPNT,Boll,Point,,,CO_358:0000868,BOLLPNT - Estimantion,Estimation,Degree of tapering of the boll tips,,,CO_358:0001017,1-3 boll point scale,Nominal,,,,,1=moderately pointed,2=pointed,3=blunt,,,,,,,
,CO_358:0001281,BrCol_E_1to3,bract color (1-3),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000247,Bract color,Morphological,The degree of red coloration to the bracts,,BrCol,BRACTCL,Bract,Color,,,CO_358:0000969,BRACTCL - Estimantion,Estimation,The degree of red coloration to the bracts. ,,,CO_358:0001018,1-3 bract color scale,Nominal,,,,,1=green,2=red,3=sun red,,,,,,,
,CO_358:0001282,FrtTp_E_1to3,fruiting type (1-3),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000018,Fruiting type,Morphological,Pattern of boll formation on branches,,FrtTp,FRTP,Boll,Grouping type,,,CO_358:0000916,FRTP - Estimation,Estimation,Pattern of boll formation on branches. ,,,CO_358:0001019,1-3 fruiting type scale,Nominal,,,,,1=normal,2=cluster,3=short branch,,,,,,,
,CO_358:0001283,BrTN_E_1to3,bract teeth number (1-3),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000362,Bract teeth number,Morphological,Relative number of bract teeth to what is typically seen for cultivars of G. hirsutum,,BrTN,BRACTTN,Bract,Teeth number,,,CO_358:0000930,BRACTTN - Estimantion,Estimation,Relative number of bract teeth,,,CO_358:0001020,1-3 low-high bract teeth number scale,Ordinal,,,,,1=medium,2=many,3=few,,,,,,,
,CO_358:0001284,FF_E_1to3,FF (1-3),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000010,Fiber fineness,Quality,Fiber fineness is a measure of the fiber's linear density and can be expressed as mass per unit length,,FF,,Fiber,Fineness,,,CO_358:0000878,FF - Estimation,Estimation,Fiber fineness estimate,,,CO_358:0001021,1-3 low-high fiber fineness scale,Ordinal,,,,,1=High,2=Relatively high,3=Relatively low,,,,,,,
,CO_358:0001285,XamPltRespE_1to3,Xam resist (1-3),Trial evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000835,Bacterial blight resistance,Biotic stress,Resistance to bacterial blight [Xanthomonas citri pathovar malvacearum (Xcm) or Xanthomonas axonopodis pv. malvacearum (Xam)],,BBR,,Plant,Bacterial blight resistance,,,CO_358:0000923,BBR - Estimation,Estimation,"Plant response to bacterial blight Xam (Xanthomonas axonopodis pv. Malvacearum). Less than 4 susceptible plants/plot was classed as 'resistant'; 4 to 6 plants classed as 'intermediate'; and more than 6 plants classed as 'susceptible'.  OR: Less than 20% susceptible plants was classed as 'resistant''; 21%-50% classed as ""intermediate""; and more than 50% classed as 'susceptible'",,,CO_358:0001022,1-3 low-high susceptible scale,Ordinal,,,,,1=resistant,2=intermediate,3=susceptible,,,,,,,
,CO_358:0001286,XcmPltRespE_1to3,Xcm resist (1-3),Trial evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000835,Bacterial blight resistance,Biotic stress,Resistance to bacterial blight [Xanthomonas citri pathovar malvacearum (Xcm) or Xanthomonas axonopodis pv. malvacearum (Xam)],,BBR,,Plant,Bacterial blight resistance,,,CO_358:0000924,BBR - Estimation,Estimation,Plant response to bacterial blight Xcm (Xanthomonas citri subsp. Malvacearum). Less than 20% susceptible plants was classed as 'resistant'; 21%-50%  susceptible plants classed as 'intermediate'; and more than 50%  susceptible plants classed as 'susceptible',,,CO_358:0001022,1-3 low-high susceptible scale,Ordinal,,,,,1=resistant,2=intermediate,3=susceptible,,,,,,,
,CO_358:0001287,SdTp_E_1to3,seed type (1-3),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000473,Seed type,Morphological,The clustering of the seed in the boll,,SDTP,,Seed,Seed type,,,CO_358:0000933,SDTP - Estimation,Estimation,Seed clustering type in boll. Code description: free=seeds separate freely from each other in the ripe boll; semi kidney=some seeds remain stuck to each other even after boll is fully ripe; kidney=seeds are stuck together in the ripe boll. ,,,CO_358:0001023,1-3 seed type scale,Nominal,,,,,1=free,2=semi kidney,3=kidney,,,,,,,
,CO_358:0001288,StmCol_E_1to3,stem color (1-3),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000331,Stem color,Morphological,Coloration on stem surface,,StmCol,STEMCL,Stem,Color,,,CO_358:0000971,StmCol - Estimation,Estimation,The degree of red coloration to the stems,,,CO_358:0001024,1-3 stem color scale,Nominal,,,,,1=green,2=sun red,3=dark red,,,,,,,
,CO_358:0001289,BPit_E_1to4,boll pitting (1-4),Germplasm evaluation,Boll mature non cleft,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000229,Boll pitting,Morphological,The depth and density of pitting associated with glands of the boll wall of the mature but non cleft bolls,,BPit,BOLLPIT,Boll,Pitting,,,CO_358:0000891,BOLLPIT - Estimantion,Estimation,"Intensity of the pitting of the surface of the mature, but non cleft bolls. ",,,CO_358:0001025,1-4 boll pitting scale,Nominal,,,,,1=smooth,2=lightly pitted,3=pitted,4=very pitted,,,,,,
,CO_358:0001290,BrTp_E_1to4,bract type (1-4),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000263,Bract type,Morphological,Type of bract according to shape or placement relative to the boll,,BrTp,BRACTTP,Bract,Type,,,CO_358:0000989,BRACTTP - Estimantion,Estimation,Type of bract according to shape or placement relative to the boll,,,CO_358:0001026,1-4 bract type scale,Nominal,,,,,1=normal,2=frego,3=flared,4=recurved,,,,,,
,CO_358:0001291,CnpTp_E_1to4,"canopy type (1-4,)",Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000267,Canopy type,Physiological,The overall appearance of foliage density on the plants,,CnpTp,CNPTY,Canopy,Type,,,CO_358:0000966,CNPTY - Estimation,Estimation,The  foliage density on the plants,,,CO_358:0001027,1-4 canopy type scale,Nominal,,,,,1=typical,2=open,3=dense,4=compact,,,,,,
,CO_358:0001292,SalT_E_1to4,salinity tolerance (1-4),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000436,Salinity tolerance,Abiotic stress,Salinity tolerance is the degree to which a plant is adapted to salt conditions,,SALT,,Plant,Salinity tolerance,,,CO_358:0000910,SALT - Estimation,Estimation,Observe the growth of plants per plot/entry at the field presenting soil salinity and rate the tolerance,,,CO_358:0001028,1-4 low-high susceptible scale,Ordinal,,,,,1=high resistant,2=resistant,3=tolerant,4=susceptive,,,,,,
,CO_358:0001293,WetT_E_1to4,wet tolerance (1-4),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000452,Wet tolerance,Abiotic stress,Wet tolerance is the degree to which a plant is adapted to excess water conditions,,WETT,,Plant,Wet tolerance,,,CO_358:0000911,WETT - Estimation,Estimation,Observe the growth of plants per plot/entry at the field presenting wet and rate the tolerance,,,CO_358:0001028,1-4 low-high susceptible scale,Ordinal,,,,,1=high resistant,2=resistant,3=tolerant,4=susceptive,,,,,,
,CO_358:0001294,DrtT_E_1to4,drought tolerance (1-4),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000370,Drought tolerance,Abiotic stress,Drought tolerance is the degree to which a plant is adapted to arid or drought conditions,,DRTT,,Plant,Drought tolerance,,,CO_358:0000912,DRTT - Estimantion,Estimation,Observe the growth of plants per plot/entry under droughted condition and rate the tolerance,,,CO_358:0001028,1-4 low-high susceptible scale,Ordinal,,,,,1=high resistant,2=resistant,3=tolerant,4=susceptive,,,,,,
,CO_358:0001295,BollSz_E_1to4,boll size (1-4),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000005,Boll size,Morphological,Relative size of the bolls,,BollSz,BS,Boll,Size,,,CO_358:0000931,BollSz - Estimation,Estimation,Relative size of the bolls,,,CO_358:0001029,1-4 small-large size scale,Ordinal,,,,,1=medium,2=large,3=small,4=extra small,,,,,,
,CO_358:0001296,LfSz_E_1to4,leaf size (1-4),Germplasm evaluation,Mature,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000301,Leaf size,Morphological,"The relative size of the mature, expanded leaf",,LFSZ,,Leaf,Size,,,CO_358:0000936,LFSZ - Estimation,Estimation,"Size of the mature, expanded leaf surfaces, fourth node, or older",,,CO_358:0001029,1-4 small-large size scale,Ordinal,,,,,1=medium,2=small,3=large,4=extra small,,,,,,
,CO_358:0001297,StgmTp_E_1to4,stigma exsertion (1-4),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000335,Stigma exsertion,Morphological,The classified length of the stigmatic column in relation to the antheridial cone,,STGMTP,,Stigma,Exsertion,,,CO_358:0000985,STGMTP - Estimation,Estimation,The stigmatic column in relation to the antheridial cone. Code description: normal=stigma clears the antheridial cone; protruding=stigma is beyond the antheridial cone; extreme protruding=stigma is well beyond the antheridial cone and can surpass petal length; short buried=stigma is hidden by the tip of the antheridial cone. ,,,CO_358:0001030,1-4 stigma exsertion scale,Nominal,,,,,1=normal,2=protruding,3=extreme protruding,4=short buried,,,,,,
,CO_358:0001298,BollSp_E_1to5,boll shape (1-5),Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000004,Boll shape,Morphological,General description of degree of roundness to the boll shapes,,BOLLSP,,Boll,Shape,,,CO_358:0000867,BollSp - Estimation,Estimation,Degree of roundness to the boll shape,,,CO_358:0001031,1-5 boll shape scale,Nominal,,,,,1=oval,2=round,3=cone,4=cone oval,5=long oval,,,,,
